,Unnamed: 0,class,MTH,FLD,RFC,INT,SZ,CPX,EX,RET,BCM,NML,WRD,DCM,buggy
221,221,com.google.javascript.jscomp.MakeDeclaredNamesUnique,40,19,175,1,19,4,0,2,23,14.825,434,2.7468354430379747,1
222,222,com.google.javascript.jscomp.ReplaceIdGenerators,16,15,131,1,33,9,0,5,3,13.25,119,0.8439716312056738,0
223,223,com.google.javascript.jscomp.CommandLineRunner,17,61,155,0,41,7,2,3,9,14.058823529411764,473,3.0127388535031847,1
224,224,com.google.javascript.jscomp.ExternExportsPass,20,13,172,1,16,5,0,5,27,16.75,616,4.562962962962963,0
225,225,com.google.javascript.jscomp.SyntacticScopeCreator,8,7,95,1,28,5,0,5,9,15.5,219,2.5764705882352943,1
226,226,com.google.javascript.jscomp.ExploitAssigns,6,0,69,0,39,7,0,8,7,16.833333333333332,298,3.725,1
227,227,com.google.javascript.jscomp.ClosureCodingConvention,25,4,133,0,28,9,0,7,12,20.88,285,2.0357142857142856,1
228,228,com.google.javascript.jscomp.DependencyOptions,9,5,11,1,3,0,0,1,7,18.22222222222222,442,31.571428571428573,0
229,229,com.google.javascript.jscomp.TypeValidator,36,20,269,0,30,10,0,5,28,16.583333333333332,1171,5.657004830917875,1
230,230,com.google.javascript.jscomp.SimpleDefinitionFinder,16,5,148,2,44,17,0,5,11,16.6875,331,1.9939759036144575,0
231,231,com.google.javascript.jscomp.JsAst,6,6,27,1,12,1,0,1,2,9.833333333333334,100,4.3478260869565215,1
232,232,com.google.javascript.jscomp.RenameProperties,14,20,158,1,42,11,0,3,21,12.642857142857142,685,3.8055555555555554,0
233,233,com.google.javascript.jscomp.ant.Warning,4,2,4,0,1,0,0,1,2,8.0,100,25.0,0
234,234,com.google.javascript.jscomp.ant.AntErrorManager,2,2,13,0,6,1,0,0,2,9.5,106,10.6,0
235,235,com.google.javascript.jscomp.ant.CompileTask,35,20,150,0,24,5,0,1,30,15.114285714285714,480,2.6815642458100557,0
236,236,com.google.javascript.jscomp.jsonml.SecureCompiler,10,10,31,0,14,3,0,2,7,12.2,260,6.190476190476191,0
237,237,com.google.javascript.jscomp.jsonml.Writer,40,0,358,0,155,4,0,2,5,13.625,182,0.441747572815534,0
238,238,com.google.javascript.jscomp.jsonml.Validator,50,7,203,0,80,4,0,1,4,16.9,193,0.8502202643171806,0
239,239,com.google.javascript.jscomp.jsonml.JsonMLAst,9,8,25,1,17,4,0,3,7,12.11111111111111,218,5.317073170731708,0
240,240,com.google.javascript.jscomp.jsonml.Reader,89,12,501,0,107,6,1,4,39,16.685393258426966,719,1.2978339350180506,0
241,241,com.google.javascript.jscomp.jsonml.JsonMLUtil,11,5,61,0,28,8,1,6,9,11.818181818181818,324,3.4468085106382977,0
242,242,com.google.javascript.jscomp.jsonml.JsonML,22,3,77,0,34,7,1,1,23,11.272727272727272,441,5.95945945945946,0
243,243,com.google.javascript.jscomp.jsonml.JsonMLException,0,1,0,0,0,0,0,0,2,0.0,107,0.0,0
244,244,com.google.javascript.jscomp.jsonml.NodeUtil,4,0,17,0,4,0,0,2,6,16.75,186,26.571428571428573,0
245,245,com.google.javascript.jscomp.jsonml.JsonMLError,2,5,5,0,1,0,0,1,7,4.0,127,63.5,0
246,246,com.google.javascript.jscomp.graph.LinkedDirectedGraph,66,13,176,1,11,4,0,3,10,13.045454545454543,217,1.7222222222222223,0
247,247,com.google.javascript.jscomp.graph.DiGraph,21,0,25,0,1,0,0,1,10,16.19047619047619,280,140.0,0
248,248,com.google.javascript.jscomp.graph.GraphReachability,3,6,20,1,7,2,0,2,4,9.333333333333334,168,12.923076923076923,0
249,249,com.google.javascript.jscomp.graph.FixedPointGraphTraversal,5,2,32,0,12,4,0,1,8,15.0,295,15.526315789473683,0
250,250,com.google.javascript.jscomp.graph.Graph,29,7,62,1,6,2,0,2,30,12.862068965517242,798,19.0,0
251,251,com.google.javascript.jscomp.graph.GraphPruner,2,1,39,0,23,9,0,1,2,7.5,181,5.838709677419355,0
252,252,com.google.javascript.jscomp.graph.LinkedUndirectedGraph,53,11,138,1,14,5,0,4,6,12.50943396226415,162,1.3728813559322033,0
253,253,com.google.javascript.jscomp.graph.UndiGraph,6,0,6,0,0,0,0,0,5,22.166666666666668,171,0.0,0
254,254,com.google.javascript.jscomp.graph.StandardUnionFind,13,7,63,2,14,3,0,7,13,8.76923076923077,349,5.453125,0
255,255,com.google.javascript.jscomp.graph.GraphColoring,7,4,39,0,15,3,0,2,6,8.571428571428571,306,10.2,0
256,256,com.google.javascript.jscomp.regex.CharRanges,18,3,48,0,48,11,0,4,6,8.61111111111111,288,1.352112676056338,0
257,257,com.google.javascript.jscomp.regex.RegExpTree,123,35,611,0,241,43,0,31,25,12.1869918699187,432,0.4071630537229029,0
258,258,com.google.javascript.jscomp.regex.CaseCanonicalize,4,6,31,0,11,4,0,3,9,16.25,594,16.5,0
259,259,com.google.javascript.jscomp.testing.TestErrorReporter,5,4,9,1,5,1,0,1,4,14.4,145,11.153846153846152,0
260,260,com.google.javascript.jscomp.testing.SimpleSourceExcerptProvider,2,1,4,1,1,0,0,1,2,14.0,105,52.5,0
261,261,com.google.javascript.jscomp.webservice.common.Protocol,20,12,33,0,5,1,0,1,16,10.55,322,12.384615384615383,0
262,262,com.google.javascript.jscomp.webservice.common.AbstractWebServiceException,3,0,7,0,1,0,0,1,2,12.333333333333334,107,107.0,0
263,263,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,20,7,66,0,10,4,0,2,8,11.1,150,2.830188679245283,1
264,264,com.google.javascript.jscomp.type.SemanticReverseAbstractInterpreter,25,7,173,0,73,15,0,22,13,14.52,345,1.5972222222222223,1
265,265,com.google.javascript.jscomp.type.ChainableReverseAbstractInterpreter,76,8,187,1,22,6,0,6,25,15.486842105263158,742,4.552147239263804,1
266,266,com.google.javascript.jscomp.deps.JsFileParser,5,8,30,0,24,7,1,2,12,11.2,337,9.628571428571428,0
267,267,com.google.javascript.jscomp.deps.DepsGenerator,20,12,133,0,19,7,1,3,14,18.25,429,3.9357798165137616,0
268,268,com.google.javascript.jscomp.deps.JsFileLineParser,7,11,50,0,46,10,1,1,23,12.0,407,5.5,0
269,269,com.google.javascript.jscomp.deps.JsFunctionParser,4,7,23,0,14,4,1,1,10,9.75,209,8.36,0
270,270,com.google.javascript.jscomp.deps.PathUtil,6,2,48,0,18,6,0,4,8,13.5,516,11.217391304347826,0
271,271,com.google.javascript.jscomp.deps.SimpleDependencyInfo,6,4,13,1,4,1,0,2,7,11.833333333333334,201,22.333333333333332,0
272,272,com.google.javascript.jscomp.deps.DepsFileParser,4,5,26,0,15,4,1,1,12,10.5,334,15.904761904761903,0
273,273,com.google.javascript.jscomp.deps.SortedDependencies,12,4,89,0,24,7,1,3,8,16.833333333333332,312,4.457142857142857,0
274,274,com.google.javascript.jscomp.parsing.JsDocInfoParser,62,20,832,0,463,96,0,18,55,18.080645161290324,1179,1.0806599450045828,1
275,275,com.google.javascript.jscomp.parsing.ParserRunner,7,6,43,0,20,1,1,1,3,12.142857142857142,132,3.142857142857143,0
276,276,com.google.javascript.jscomp.parsing.JsDocTokenStream,20,19,73,0,92,15,0,23,8,11.35,200,0.8658008658008658,0
277,277,com.google.javascript.jscomp.parsing.TypeSafeDispatcher,44,0,100,0,67,8,0,42,2,19.204545454545453,143,2.1343283582089554,0
278,278,com.google.javascript.jscomp.parsing.IRFactory,85,19,618,0,88,9,0,86,9,17.564705882352943,951,1.835907335907336,1
279,279,com.google.javascript.jscomp.parsing.Config,1,6,6,0,7,2,0,1,10,20.0,170,24.285714285714285,0
280,280,com.google.javascript.jscomp.parsing.NullErrorReporter,7,0,7,0,1,0,0,1,2,8.285714285714286,103,20.6,0
